LAKE,Date,Date2,TreatmentNewLabel,TreatmentOldLabel,Repl_1_3,Reading_a_b_c,VolFiltered_L,ExtractVol_mL,ScanNo,A480,A630C,A645B,A665A,A750,Chl_a_ug_L,CHLB,CHLC,Total_chl,Chl_comment
B,05-Aug-14,2014-08-05,Surface,,1,a,0.25,10.00,,0.15,0.04,0.05,0.13,0.03,46.55,0.19,-0.66,46.09,
B,05-Aug-14,2014-08-05,Surface,,2,a,0.25,10.00,,0.13,0.03,0.04,0.11,0.01,45.14,0.35,1.34,46.82,
B,18-Aug-14,2014-08-18,Integrated,,1,a,0.25,10.00,,0.07,0.02,0.03,0.08,0.01,36.06,3.04,-0.86,38.23,
B,18-Aug-14,2014-08-18,Integrated,,2,a,0.25,10.00,,0.10,0.04,0.05,0.11,0.03,39.52,3.40,-0.17,42.75,
B,18-Aug-14,2014-08-18,Surface,,1,a,0.25,10.00,,0.08,0.02,0.04,0.09,0.01,38.46,2.79,-0.31,40.94,
B,18-Aug-14,2014-08-18,Surface,,2,a,0.25,10.00,,0.07,0.02,0.03,0.09,0.00,38.59,2.85,-0.88,40.56,
C,05-Jul-94,1994-07-05,Integrated,single sample,1,a,,,,,,,,,12.76,,,,
C,22-Jul-94,1994-07-22,Integrated,single sample,1,a,,,,,,,,,8.92,,,,
C,03-Aug-94,1994-08-03,Integrated,single sample,1,a,,,,,,,,,43.10,,,,
C,23-Aug-94,1994-08-23,Integrated,single sample,1,a,,,,,,,,,22.15,,,,
C,15-May-95,1995-05-15,Integrated,I,1,a,0.50,5.00,,,,,,,32.41,15.96,15.30,63.67,
C,15-May-95,1995-05-15,Integrated,I,2,a,0.50,5.00,,,,,,,28.97,14.37,15.70,59.03,
C,19-May-95,1995-05-19,Integrated,I,1,a,0.50,5.00,,,,,,,39.38,-4.44,4.46,43.83,
C,19-May-95,1995-05-19,Integrated,I,2,a,0.50,5.00,,,,,,,44.50,-10.52,6.33,50.84,
C,29-May-95,1995-05-29,Integrated,I,1,a,0.50,5.00,,,,,,,45.09,-12.70,6.60,51.69,
C,29-May-95,1995-05-29,Integrated,I,2,a,0.50,5.00,,,,,,,43.92,-13.08,4.63,48.55,
C,08-Jun-95,1995-06-08,Integrated,I,1,a,0.50,5.00,,,,,,,10.26,0.18,1.37,11.81,
C,08-Jun-95,1995-06-08,Integrated,I,2,a,0.50,5.00,,,,,,,10.56,-0.22,0.13,10.69,
C,21-Jun-95,1995-06-21,Integrated,I,1,a,0.75,5.00,,,,,,,13.66,-0.07,3.36,17.01,
C,21-Jun-95,1995-06-21,Integrated,I,2,a,0.75,5.00,,,,,,,11.63,3.87,3.46,18.96,
C,13-Jul-95,1995-07-13,Integrated,I,1,a,0.25,5.00,,,,,,,14.42,2.42,6.35,23.19,
C,13-Jul-95,1995-07-13,Integrated,I,2,a,0.25,5.00,,,,,,,14.50,1.28,3.72,19.50,
C,26-Jul-95,1995-07-26,Integrated,I,1,a,0.50,5.00,,,,,,,24.14,-0.51,6.07,30.21,
C,26-Jul-95,1995-07-26,Integrated,I,2,a,0.50,5.00,,,,,,,22.69,-2.46,3.33,26.02,
C,15-Aug-95,1995-08-15,Integrated,I,1,a,0.50,5.00,,,,,,,70.08,-0.95,12.87,82.95,
C,15-Aug-95,1995-08-15,Integrated,I,2,a,0.50,5.00,,,,,,,67.17,0.05,11.02,78.23,
C,31-Aug-95,1995-08-31,Integrated,I,1,a,1.00,5.00,,,,,,,23.17,-7.41,1.06,24.23,
C,31-Aug-95,1995-08-31,Integrated,I,2,a,1.00,5.00,,,,,,,20.71,-6.72,0.55,21.25,
C,17-May-96,1996-05-17,Integrated,single sample,1,a,,,,,,,,,,,,9.08,
C,31-May-96,1996-05-31,Integrated,single sample,1,a,,,,,,,,,,,,8.21,
C,13-Jun-96,1996-06-13,Integrated,single sample,1,a,,,,,,,,,,,,6.98,
C,27-Jun-96,1996-06-27,Integrated,single sample,1,a,,,,,,,,,,,,10.77,
C,15-Jul-96,1996-07-15,Integrated,single sample,1,a,,,,,,,,,,,,64.55,
C,26-Jul-96,1996-07-26,Integrated,single sample,1,a,,,,,,,,,,,,5.77,
C,14-Aug-96,1996-08-14,Integrated,single sample,1,a,,,,,,,,,,,,42.60,
C,26-Aug-96,1996-08-26,Integrated,single sample,1,a,,,,,,,,,,,,22.85,
C,20-May-97,1997-05-20,63_um,63UM,1,a,0.60,5.00,,0.19,0.06,0.08,0.23,0.01,20.91,2.13,3.79,26.83,
C,20-May-97,1997-05-20,63_um,63UM,2,a,0.60,5.00,,0.23,0.07,0.09,0.27,0.00,24.85,2.34,4.31,31.48,
C,20-May-97,1997-05-20,Integrated,I,1,a,0.75,5.00,,0.22,0.06,0.08,0.23,0.01,17.01,1.55,2.90,21.46,
C,20-May-97,1997-05-20,Integrated,I,2,a,0.75,5.00,,0.16,0.05,0.06,0.18,0.00,13.73,1.30,2.31,17.35,
C,20-May-97,1997-05-20,Integrated,I,3,a,0.75,5.00,,0.21,0.05,0.06,0.23,0.00,17.47,-0.31,2.93,20.42,
C,20-May-97,1997-05-20,Surface,S,1,a,0.65,5.00,,0.16,0.05,0.07,0.19,0.01,15.55,1.42,2.70,19.68,
C,06-Jun-97,1997-06-06,63_um,63UM,1,a,0.75,5.00,,0.16,0.04,0.05,0.13,0.01,9.64,1.13,2.22,12.99,
C,06-Jun-97,1997-06-06,63_um,63UM,2,a,0.75,5.00,,0.15,0.04,0.05,0.12,0.01,8.94,0.68,2.16,11.78,
C,06-Jun-97,1997-06-06,Integrated,I,1,a,0.75,5.00,,0.15,0.04,0.05,0.12,0.01,8.77,1.07,2.17,12.00,
C,06-Jun-97,1997-06-06,Integrated,I,2,a,0.75,5.00,,0.13,0.04,0.04,0.11,0.00,7.73,1.10,2.33,11.18,
C,06-Jun-97,1997-06-06,Surface,S,1,a,0.75,5.00,,0.14,0.03,0.03,0.11,0.00,8.17,0.04,2.07,10.34,
C,06-Jun-97,1997-06-06,Surface,S,2,a,0.75,5.00,,0.14,0.03,0.03,0.11,0.00,8.49,0.13,2.33,10.96,
C,20-Jun-97,1997-06-20,63_um,63UM,1,a,1.00,5.00,,0.12,0.02,0.03,0.08,0.01,4.41,0.41,0.54,5.37,
C,20-Jun-97,1997-06-20,63_um,63UM,2,a,1.00,5.00,,0.10,0.02,0.02,0.08,0.00,4.60,-0.10,0.44,5.04,
C,20-Jun-97,1997-06-20,Integrated,I,1,a,0.75,5.00,,0.14,0.03,0.04,0.10,0.01,6.93,0.42,0.72,8.07,
C,20-Jun-97,1997-06-20,Integrated,I,2,a,0.75,5.00,,0.15,0.02,0.03,0.11,0.00,8.36,-0.29,0.98,9.33,
C,20-Jun-97,1997-06-20,Integrated,I,3,a,0.75,5.00,,0.11,0.02,0.02,0.08,0.00,5.93,-0.09,0.84,6.81,
C,20-Jun-97,1997-06-20,Integrated,I,4,a,0.75,5.00,,0.11,0.02,0.02,0.08,0.00,6.46,-0.12,0.89,7.35,
C,20-Jun-97,1997-06-20,Surface,S,1,a,0.95,5.00,,0.41,0.06,0.09,0.29,0.01,16.72,0.68,1.40,18.80,
C,20-Jun-97,1997-06-20,Surface,S,2,a,0.95,5.00,,0.38,0.06,0.09,0.26,0.01,15.42,0.66,1.22,17.30,
C,02-Jul-97,1997-07-02,63_um,63UM,1,a,0.75,5.00,,0.06,0.02,0.03,0.09,0.00,6.41,0.12,0.80,7.32,
C,02-Jul-97,1997-07-02,63_um,63UM,2,a,0.75,5.00,,0.06,0.02,0.03,0.08,0.00,6.15,0.32,1.17,7.65,
C,02-Jul-97,1997-07-02,Integrated,I,1,a,0.75,5.00,,0.10,0.04,0.05,0.14,0.01,10.13,1.04,1.14,12.33,
C,02-Jul-97,1997-07-02,Integrated,I,2,a,0.75,5.00,,0.09,0.03,0.05,0.13,0.00,10.01,1.10,1.63,12.75,
C,02-Jul-97,1997-07-02,Surface,S,1,a,0.75,5.00,,0.09,0.04,0.05,0.13,0.01,9.34,1.11,1.46,11.92,
C,19-Jul-97,1997-07-19,63_um,63UM,1,a,0.50,5.00,,0.04,0.02,0.02,0.06,0.00,6.74,-0.18,1.05,7.80,
C,19-Jul-97,1997-07-19,63_um,63UM,2,a,0.50,5.00,,0.05,0.02,0.02,0.08,0.00,8.71,0.08,1.76,10.53,
C,19-Jul-97,1997-07-19,Integrated,I,1,a,0.50,5.00,,0.08,0.03,0.04,0.11,0.01,11.52,1.13,1.73,14.38,
C,19-Jul-97,1997-07-19,Integrated,I,2,a,0.50,5.00,,0.09,0.04,0.05,0.15,0.00,16.45,1.25,2.70,20.39,
C,19-Jul-97,1997-07-19,Surface,S,1,a,0.50,5.00,,0.10,0.05,0.06,0.22,0.00,24.64,-1.05,3.20,27.84,
C,01-Aug-97,1997-08-01,63_um,63UM,1,a,1.00,5.00,,0.24,0.09,0.13,0.42,0.01,23.28,1.05,1.74,26.07,
C,01-Aug-97,1997-08-01,63_um,63UM,2,a,1.00,5.00,,0.24,0.09,0.13,0.42,0.01,23.37,1.00,1.86,26.22,
C,01-Aug-97,1997-08-01,Integrated,I,1,a,1.00,5.00,,0.47,0.20,0.29,0.90,0.01,50.50,2.53,4.70,57.73,
C,01-Aug-97,1997-08-01,Integrated,I,2,a,1.00,5.00,,0.40,0.15,0.21,0.67,0.01,37.92,1.38,3.74,43.05,
C,01-Aug-97,1997-08-01,Surface,S,1,a,1.00,5.00,,0.35,0.13,0.20,0.62,0.01,34.82,1.57,3.23,39.63,
C,15-Aug-97,1997-08-15,63_um,63UM,1,a,0.75,5.00,,0.13,0.05,0.06,0.16,0.00,11.51,1.12,2.52,15.17,
C,15-Aug-97,1997-08-15,63_um,63UM,2,a,0.75,5.00,,0.15,0.06,0.07,0.25,0.00,18.70,-0.80,2.58,21.27,
C,15-Aug-97,1997-08-15,Integrated,I,1,a,0.75,5.00,,0.06,0.02,0.02,0.08,0.01,5.75,-0.99,0.03,5.77,
C,15-Aug-97,1997-08-15,Integrated,I,2,a,0.75,5.00,,0.04,0.01,0.01,0.08,0.01,5.16,-2.09,-0.52,5.16,
C,15-Aug-97,1997-08-15,Surface,S,1,a,0.75,5.00,,0.10,0.02,0.03,0.21,0.00,16.12,-3.82,-0.41,16.13,
C,04-Sep-97,1997-09-04,63_um,63UM,1,a,0.50,5.00,,0.03,0.01,0.01,0.04,0.00,4.29,0.04,1.06,5.41,
C,04-Sep-97,1997-09-04,63_um,63UM,2,a,0.50,5.00,,0.04,0.01,0.01,0.04,0.00,4.93,0.27,1.81,7.13,
C,04-Sep-97,1997-09-04,63_um,63UM,3,a,0.50,5.00,,0.04,0.01,0.02,0.05,0.00,5.09,0.08,1.03,6.21,
C,04-Sep-97,1997-09-04,Integrated,I,1,a,0.50,5.00,,0.07,0.03,0.03,0.09,0.01,8.96,-0.45,1.06,10.01,
C,04-Sep-97,1997-09-04,Integrated,I,2,a,0.50,5.00,,0.06,0.02,0.03,0.09,0.01,8.80,-0.50,-0.60,8.20,
C,04-Sep-97,1997-09-04,Surface,S,1,a,0.50,5.00,,0.10,0.04,0.05,0.21,0.00,24.16,-2.21,3.23,27.41,
C,14-May-98,1998-05-14,Integrated,I,1,a,0.50,5.00,,0.41,0.07,0.08,0.30,-0.01,35.28,-1.13,6.42,41.70,
C,14-May-98,1998-05-14,Integrated,I,2,a,0.50,5.00,,0.37,0.06,0.07,0.27,-0.01,31.54,-0.43,6.60,38.14,
C,14-May-98,1998-05-14,Surface,S,1,a,0.50,5.00,,0.44,0.07,0.08,0.30,0.00,34.49,-0.79,7.23,41.72,
C,28-May-98,1998-05-28,Integrated,I,1,a,0.50,5.00,,0.11,0.03,0.04,0.13,0.00,14.94,-0.06,2.55,17.48,
C,28-May-98,1998-05-28,Integrated,I,2,a,0.50,5.00,,0.10,0.03,0.03,0.11,0.00,12.00,0.22,2.63,14.84,
C,28-May-98,1998-05-28,Surface,S,1,a,0.50,5.00,,0.08,0.02,0.03,0.09,0.00,10.69,0.17,2.11,12.97,
C,12-Jun-98,1998-06-12,Integrated,I,1,a,0.50,5.00,,0.12,0.03,0.03,0.10,0.00,11.77,0.62,3.88,16.27,
C,12-Jun-98,1998-06-12,Integrated,I,2,a,0.50,5.00,,0.11,0.03,0.03,0.10,-0.01,11.65,0.55,3.79,15.99,
C,12-Jun-98,1998-06-12,Surface,S,1,a,1.00,5.00,,1.75,0.19,0.23,0.95,0.00,54.80,-3.74,6.49,61.29,
C,24-Jun-98,1998-06-24,Integrated,I,1,a,1.00,5.00,,0.15,0.04,0.04,0.17,-0.01,10.30,-0.32,2.01,12.31,
C,24-Jun-98,1998-06-24,Integrated,I,2,a,1.00,5.00,,0.11,0.04,0.05,0.18,-0.01,10.79,0.15,1.80,12.74,
C,24-Jun-98,1998-06-24,Surface,S,1,a,1.00,5.00,,0.17,0.05,0.06,0.22,-0.01,12.78,-0.09,2.24,15.02,
C,13-Jul-98,1998-07-13,Integrated,I,1,a,0.50,5.00,,0.36,0.11,0.14,0.56,0.00,63.60,-3.95,7.68,71.27,
C,13-Jul-98,1998-07-13,Integrated,I,2,a,0.50,5.00,,0.36,0.12,0.14,0.56,0.00,63.46,-4.04,7.52,70.97,
C,13-Jul-98,1998-07-13,Surface,S,1,a,0.50,5.00,,0.39,0.11,0.15,0.59,0.00,67.85,-3.20,6.31,74.16,
C,29-Jul-98,1998-07-29,Integrated,I,1,a,0.25,5.00,,0.19,0.06,0.07,0.32,-0.01,74.11,-4.61,8.67,82.78,
C,29-Jul-98,1998-07-29,Integrated,I,2,a,0.25,5.00,,0.18,0.06,0.07,0.32,-0.01,74.01,-4.72,8.42,82.43,
C,29-Jul-98,1998-07-29,Surface,S,1,a,0.25,5.00,,0.26,0.09,0.11,0.44,-0.01,102.98,-6.50,12.92,115.90,
C,18-Aug-98,1998-08-18,Integrated,I,1,a,1.00,5.00,,0.22,0.07,0.10,0.40,-0.01,23.14,-1.33,2.58,25.71,
C,18-Aug-98,1998-08-18,Integrated,I,2,a,1.00,5.00,,0.23,0.07,0.10,0.40,-0.01,23.27,-1.33,2.60,25.87,
C,18-Aug-98,1998-08-18,Surface,S,1,a,0.50,5.00,,0.16,0.05,0.07,0.29,-0.01,34.25,-1.81,4.47,38.72,
C,23-Sep-98,1998-09-23,Integrated,I,1,a,0.25,5.00,,0.29,0.14,0.18,0.73,0.00,166.93,-10.31,18.24,185.18,
C,23-Sep-98,1998-09-23,Integrated,I,2,a,0.25,5.00,,0.36,0.16,0.21,0.83,0.00,189.23,-11.12,20.52,209.75,
C,23-Sep-98,1998-09-23,Surface,S,1,a,0.25,5.00,,0.99,0.31,0.39,1.47,0.00,336.47,-10.76,43.12,379.59,
C,18-May-99,1999-05-18,Integrated,I,1,a,0.50,5.00,,,,,,,3.94,-0.16,0.53,4.47,
C,18-May-99,1999-05-18,Integrated,I,2,a,0.50,5.00,,,,,,,3.76,-0.19,0.60,4.36,
C,18-May-99,1999-05-18,Surface,S,1,a,0.50,5.00,,,,,,,3.49,0.87,0.22,4.57,
C,03-Jun-99,1999-06-03,Integrated,I,1,a,0.80,5.00,,,,,,,3.30,0.27,0.42,3.99,
C,03-Jun-99,1999-06-03,Integrated,I,2,a,0.80,5.00,,,,,,,3.46,0.35,0.05,3.86,
C,03-Jun-99,1999-06-03,Surface,S,2,a,0.90,5.00,,,,,,,3.07,0.62,0.21,3.90,
C,17-Jun-99,1999-06-17,Integrated,I,1,a,0.60,5.00,,,,,,,3.51,-0.42,0.18,3.69,
C,17-Jun-99,1999-06-17,Integrated,I,2,a,0.60,5.00,,,,,,,3.77,-0.31,0.35,4.12,
C,17-Jun-99,1999-06-17,Surface,S,1,a,0.65,5.00,,,,,,,3.53,-0.54,-0.01,3.53,
C,05-Jul-99,1999-07-05,Integrated,I,1,a,0.75,5.00,,,,,,,7.54,-0.64,0.41,7.95,
C,05-Jul-99,1999-07-05,Integrated,I,2,a,0.75,5.00,,,,,,,9.02,-0.54,0.64,9.66,
C,05-Jul-99,1999-07-05,Surface,S,1,a,0.75,5.00,,,,,,,7.12,0.23,1.61,8.95,
C,15-Jul-99,1999-07-15,Integrated,I,1,a,0.60,5.00,,,,,,,11.04,-0.43,0.85,11.89,
C,15-Jul-99,1999-07-15,Integrated,I,2,a,0.50,5.00,,,,,,,17.44,-0.66,1.40,18.83,
C,15-Jul-99,1999-07-15,Surface,S,1,a,0.60,5.00,,,,,,,15.77,-0.59,1.14,16.91,
C,26-Jul-99,1999-07-26,Integrated,I,1,a,0.35,5.00,,,,,,,31.60,-2.48,2.60,34.21,
C,26-Jul-99,1999-07-26,Integrated,I,2,a,0.35,5.00,,,,,,,26.43,-2.11,2.33,28.76,
C,26-Jul-99,1999-07-26,Surface,S,1,a,0.35,5.00,,,,,,,36.77,-3.04,3.51,40.28,
C,13-Aug-99,1999-08-13,Integrated,I,1,a,0.50,5.00,,,,,,,100.88,-7.82,10.91,111.79,
C,13-Aug-99,1999-08-13,Integrated,I,2,a,0.50,5.00,,,,,,,91.25,-7.82,8.99,100.23,
C,13-Aug-99,1999-08-13,Surface,S,1,a,0.30,5.00,,,,,,,120.20,-10.37,9.95,130.15,
C,22-Aug-99,1999-08-22,Integrated,I,1,a,0.70,5.00,,,,,,,26.97,-2.44,2.91,29.88,
C,22-Aug-99,1999-08-22,Integrated,I,2,a,0.70,5.00,,,,,,,24.24,-2.22,2.60,26.84,
C,22-Aug-99,1999-08-22,Surface,S,1,a,0.50,5.00,,,,,,,77.67,-6.59,8.68,86.35,
C,05-May-00,2000-05-05,Integrated,I,1,a,0.25,5.00,,0.09,0.02,0.02,0.07,0.00,15.99,-0.05,4.23,20.18,
C,05-May-00,2000-05-05,Integrated,I,2,a,0.25,5.00,,0.08,0.01,0.01,0.06,-0.01,15.03,-0.31,2.82,17.54,
C,05-May-00,2000-05-05,Surface,S,1,a,0.25,5.00,,0.08,0.02,0.02,0.07,0.00,15.58,-0.67,3.09,18.00,
C,19-May-00,2000-05-19,Integrated,I,1,a,0.25,5.00,,0.09,0.01,0.01,0.06,-0.01,14.33,-1.08,1.98,15.22,
C,19-May-00,2000-05-19,Integrated,I,2,a,0.25,5.00,,0.07,0.00,0.01,0.04,-0.01,11.52,-0.45,1.97,13.04,
C,19-May-00,2000-05-19,Surface,S,1,a,0.25,5.00,,0.08,0.01,0.01,0.05,-0.01,11.68,0.06,3.59,15.33,
C,14-Jun-00,2000-06-14,Integrated,I,1,a,0.25,5.00,,0.08,0.02,0.02,0.08,0.00,16.80,-1.02,1.77,17.55,
C,14-Jun-00,2000-06-14,Integrated,I,2,a,0.25,5.00,,0.07,0.02,0.02,0.08,0.01,16.06,-1.53,0.79,15.32,
C,14-Jun-00,2000-06-14,Surface,S,1,a,0.50,5.00,,0.08,0.02,0.03,0.09,0.00,10.39,-0.69,0.65,10.36,
C,28-Jun-00,2000-06-28,Integrated,I,1,a,0.25,5.00,,0.10,0.03,0.03,0.12,0.00,26.60,-1.66,2.86,27.80,
C,28-Jun-00,2000-06-28,Integrated,I,2,a,0.25,5.00,,0.10,0.03,0.03,0.13,0.00,28.72,-1.63,3.17,30.26,
C,28-Jun-00,2000-06-28,Surface,S,1,a,0.25,5.00,,0.12,0.02,0.03,0.14,0.00,30.81,-3.57,1.30,28.54,
C,14-Jul-00,2000-07-14,Integrated,I,1,a,0.50,5.00,,0.14,0.04,0.06,0.21,0.01,23.04,-1.72,2.15,23.48,
C,14-Jul-00,2000-07-14,Integrated,I,2,a,0.50,5.00,,0.11,0.04,0.05,0.18,0.00,20.79,-1.05,2.63,22.37,
C,14-Jul-00,2000-07-14,Surface,S,1,a,0.50,5.00,,0.16,0.04,0.05,0.23,0.00,25.82,-2.54,1.82,25.11,
C,30-Jul-00,2000-07-30,Integrated,I,1,a,0.25,5.00,,0.11,0.03,0.04,0.16,0.00,36.32,-4.18,2.16,34.30,
C,30-Jul-00,2000-07-30,Integrated,I,2,a,0.25,5.00,,0.11,0.03,0.04,0.16,0.00,35.48,-4.13,2.04,33.39,
C,30-Jul-00,2000-07-30,Surface,S,1,a,0.25,5.00,,0.10,0.03,0.03,0.16,0.00,35.33,-3.98,1.98,33.33,
C,12-Aug-00,2000-08-12,Integrated,I,1,a,0.25,5.00,,0.16,0.04,0.04,0.17,0.00,39.34,-2.52,8.29,45.11,
C,12-Aug-00,2000-08-12,Integrated,I,2,a,0.25,5.00,,0.18,0.05,0.05,0.19,0.03,35.90,-10.64,0.29,25.55,
C,12-Aug-00,2000-08-12,Surface,S,1,a,0.25,5.00,,0.21,0.06,0.06,0.22,0.00,49.50,-3.24,10.71,56.97,
C,25-Aug-00,2000-08-25,Integrated,I,1,a,0.25,5.00,,0.29,0.08,0.08,0.33,0.00,75.45,-5.22,13.88,84.11,
C,25-Aug-00,2000-08-25,Integrated,I,2,a,0.25,5.00,,0.31,0.08,0.09,0.35,0.00,80.57,-5.58,14.33,89.32,
C,25-Aug-00,2000-08-25,Surface,S,1,a,0.25,5.00,,0.49,0.12,0.13,0.50,0.00,113.57,-7.82,24.43,130.18,
C,16-May-01,2001-05-16,Integrated,I,1,a,0.40,5.00,34,0.36,0.06,0.07,0.26,0.01,36.28,-1.69,5.72,44.57,
C,16-May-01,2001-05-16,Integrated,I,2,a,0.40,5.00,33,0.36,0.05,0.06,0.25,0.00,36.92,-1.97,5.96,45.24,
C,16-May-01,2001-05-16,Surface,S,1,a,0.40,5.00,30,0.30,0.04,0.05,0.19,0.00,28.00,-1.24,4.73,34.63,
C,16-May-01,2001-05-16,Surface,S,2,a,0.40,5.00,31,0.31,0.05,0.06,0.21,0.01,28.53,-1.10,5.04,35.54,
C,01-Jun-01,2001-06-01,Integrated,I,1,a,0.75,5.00,2,0.21,0.05,0.04,0.15,0.00,11.55,-0.70,3.39,14.94,
C,01-Jun-01,2001-06-01,Integrated,I,2,a,0.75,5.00,8,0.23,0.05,0.05,0.17,0.00,12.39,-0.36,2.88,15.92,
C,01-Jun-01,2001-06-01,Surface,S,1,a,0.75,5.00,10,0.22,0.06,0.06,0.19,0.01,13.88,-0.58,2.76,17.43,
C,01-Jun-01,2001-06-01,Surface,S,2,a,0.75,5.00,3,0.17,0.04,0.04,0.15,0.00,11.43,-0.47,2.18,14.31,
C,13-Jun-01,2001-06-13,Integrated,I,1,a,0.75,5.00,11,0.05,0.01,0.02,0.04,0.00,3.16,0.39,0.57,4.34,
C,13-Jun-01,2001-06-13,Integrated,I,2,a,0.75,5.00,12,0.05,0.01,0.01,0.05,0.00,3.28,-0.01,0.41,4.08,
C,13-Jun-01,2001-06-13,Surface,S,1,a,0.75,5.00,23,0.06,0.02,0.02,0.06,0.00,4.36,0.13,0.87,5.72,
C,13-Jun-01,2001-06-13,Surface,S,2,a,0.75,5.00,24,0.07,0.02,0.03,0.07,0.01,4.91,-0.22,0.50,5.89,
C,26-Jun-01,2001-06-26,Integrated,I,1,a,0.50,5.00,57,0.10,0.02,0.02,0.09,0.00,10.46,-1.80,0.13,10.99,
C,26-Jun-01,2001-06-26,Integrated,I,2,a,0.50,5.00,56,0.09,0.02,0.02,0.09,0.00,9.74,-1.19,1.39,11.31,
C,26-Jun-01,2001-06-26,Surface,S,1,a,0.50,5.00,10,0.08,0.02,0.03,0.07,0.01,7.54,-0.37,1.12,9.21,
C,26-Jun-01,2001-06-26,Surface,S,2,a,0.50,5.00,90,0.10,0.02,0.03,0.08,0.01,8.64,-0.37,1.39,10.65,
C,12-Jul-01,2001-07-12,Integrated,I,1,a,0.50,5.00,2,0.14,0.04,0.04,0.13,0.00,15.00,-0.35,3.81,19.51,
C,12-Jul-01,2001-07-12,Integrated,I,2,a,0.50,5.00,8,0.13,0.03,0.03,0.13,0.00,15.11,-0.60,3.47,19.25,
C,12-Jul-01,2001-07-12,Surface,S,1,a,0.50,5.00,14,0.12,0.03,0.04,0.13,0.00,14.66,-0.98,2.68,17.99,
C,12-Jul-01,2001-07-12,Surface,S,2,a,0.50,5.00,23,0.15,0.04,0.05,0.16,0.01,16.94,-0.74,3.42,21.28,
C,25-Jul-01,2001-07-25,Integrated,I,1,a,0.50,5.00,25,0.36,0.06,0.07,0.29,0.01,32.00,-2.50,2.38,37.02,
C,25-Jul-01,2001-07-25,Integrated,I,2,a,0.50,5.00,61,0.36,0.05,0.07,0.29,0.00,33.18,-2.72,1.64,37.82,
C,25-Jul-01,2001-07-25,Surface,S,1,a,0.50,5.00,69,0.28,0.05,0.06,0.24,0.00,27.26,-3.20,4.05,31.84,
C,25-Jul-01,2001-07-25,Surface,S,2,a,0.50,5.00,5,0.25,0.05,0.05,0.30,0.00,34.28,-6.61,4.31,37.60,
C,08-Aug-01,2001-08-08,Integrated,I,1,a,0.25,5.00,11,0.26,0.05,0.05,0.28,0.00,64.89,-11.84,7.26,71.19,
C,08-Aug-01,2001-08-08,Integrated,I,2,a,0.25,5.00,9,0.24,0.05,0.05,0.26,0.02,55.62,-16.09,0.51,55.62,
C,08-Aug-01,2001-08-08,Surface,S,1,a,0.25,5.00,13,0.30,0.04,0.05,0.20,0.00,45.63,-2.49,8.44,56.48,
C,08-Aug-01,2001-08-08,Surface,S,2,a,0.25,5.00,22,0.31,0.05,0.04,0.29,0.01,66.26,-19.40,3.85,66.26,
C,22-Aug-01,2001-08-22,Integrated,I,1,a,0.25,5.00,29,0.33,0.05,0.05,0.35,0.01,78.94,-20.68,2.05,78.94,
C,22-Aug-01,2001-08-22,Integrated,I,2,a,0.25,5.00,30,0.32,0.04,0.04,0.33,0.00,77.16,-19.00,3.22,77.78,
C,22-Aug-01,2001-08-22,Surface,S,1,a,0.25,5.00,2,0.48,0.13,0.14,0.50,-0.02,117.69,5.63,30.69,160.06,
C,22-Aug-01,2001-08-22,Surface,S,2,a,0.25,5.00,1,0.43,0.12,0.14,0.46,-0.01,106.72,3.07,23.99,141.38,
C,27-May-02,2002-05-27,Integrated,I,1,a,0.50,10.00,0,0.09,0.03,0.04,0.08,0.02,12.67,-0.43,2.26,0.73,
C,27-May-02,2002-05-27,Integrated,I,2,a,0.50,10.00,0,0.04,-0.01,-0.01,0.04,-0.03,14.47,-2.36,2.56,0.77,
C,27-May-02,2002-05-27,Surface,S,1,a,0.70,10.00,0,0.09,0.03,0.03,0.08,0.02,10.01,-0.17,1.70,0.83,
C,27-May-02,2002-05-27,Surface,S,2,a,0.70,10.00,0,0.10,0.03,0.03,0.08,0.01,10.86,-0.34,1.84,0.90,
C,11-Jun-02,2002-06-11,Integrated,I,1,b,0.50,10.00,0,0.06,-0.01,-0.01,0.03,-0.02,11.42,-0.39,1.88,0.65,
C,11-Jun-02,2002-06-11,Integrated,I,2,b,0.50,10.00,0,0.06,-0.01,-0.01,0.03,-0.02,11.29,-0.99,1.69,0.62,
C,11-Jun-02,2002-06-11,Surface,S,1,a,0.75,10.00,0,0.10,0.00,0.00,0.06,-0.01,11.62,-1.28,1.71,0.97,
C,11-Jun-02,2002-06-11,Surface,S,2,a,0.75,10.00,0,0.12,0.01,0.01,0.07,-0.01,12.53,-1.32,2.08,1.06,
C,21-Jun-02,2002-06-21,Integrated,I,1,b,1.00,10.00,0,0.08,0.01,0.02,0.05,0.00,5.56,-0.12,1.01,0.67,
C,21-Jun-02,2002-06-21,Integrated,I,2,b,1.00,10.00,0,0.08,0.01,0.01,0.05,0.00,5.67,-0.18,0.83,0.67,
C,21-Jun-02,2002-06-21,Surface,S,1,a,1.00,10.00,0,0.08,0.01,0.01,0.04,0.00,4.14,-0.29,0.64,0.48,
C,21-Jun-02,2002-06-21,Surface,S,2,a,1.00,10.00,0,0.08,0.01,0.01,0.04,0.00,4.40,-0.21,0.58,0.51,
C,13-May-03,2003-05-13,Integrated,I,1,a,0.75,10.00,,0.26,0.03,0.04,0.19,-0.01,31.08,-1.61,5.29,34.77,
